id,recorded,start,end,value
726,1761986415,1761986415,1761986490,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""7"", ""library"": ""boost/mqtt5"", ""task_files"": 45, ""llm_estimated_task_effort"": ""medium"", ""textual_description"": ""The testsuite for boost/mqtt5 is being compiled and run."", ""command"": ""b2 --j 7 test"", ""directory"": "".../boost/libs/mqtt5""}"
727,1761986809,1761986809,1761986880,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""6"", ""library"": ""boost/stacktrace"", ""task_files"": 18, ""llm_estimated_task_effort"": ""medium"", ""textual_description"": ""The testsuite for boost/stacktrace is being compiled and run."", ""command"": ""b2 --j 6 test"", ""directory"": "".../boost/libs/stacktrace""}"
728,1761987430,1761987430,1761987501,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""1"", ""library"": ""boost/tokenizer"", ""task_files"": 9, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/tokenizer is being compiled and run."", ""command"": ""b2 --j 1 test"", ""directory"": "".../boost/libs/tokenizer""}"
729,1761987734,1761987734,1761987851,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""2"", ""library"": ""boost/hana"", ""task_files"": 831, ""llm_estimated_task_effort"": ""medium"", ""textual_description"": ""The testsuite for boost/hana is being compiled and run."", ""command"": ""b2 --j 2 test"", ""directory"": "".../boost/libs/hana""}"
730,1761988285,1761988285,1761988355,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""7"", ""library"": ""boost/system"", ""task_files"": 126, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/system is being compiled and run."", ""command"": ""b2 --j 7 test"", ""directory"": "".../boost/libs/system""}"
731,1761988794,1761988794,1761988866,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""8"", ""library"": ""boost/parameter_python"", ""task_files"": 3, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/parameter_python is being compiled and run."", ""command"": ""b2 --j 8 test"", ""directory"": "".../boost/libs/parameter_python""}"
732,1761989189,1761989189,1761989280,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""1"", ""library"": ""boost/type_traits"", ""task_files"": 229, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/type_traits is being compiled and run."", ""command"": ""b2 --j 1 test"", ""directory"": "".../boost/libs/type_traits""}"
733,1761989424,1761989424,1761989501,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""4"", ""library"": ""boost/icl"", ""task_files"": 288, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/icl is being compiled and run."", ""command"": ""b2 --j 4 test"", ""directory"": "".../boost/libs/icl""}"
734,1761989633,1761989633,1761990039,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""4"", ""library"": ""boost/test"", ""task_files"": 112, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/test is being compiled and run."", ""command"": ""b2 --j 4 test"", ""directory"": "".../boost/libs/test""}"
735,1761989910,1761989910,1761989990,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""8"", ""library"": ""boost/throw_exception"", ""task_files"": 36, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/throw_exception is being compiled and run."", ""command"": ""b2 --j 8 test"", ""directory"": "".../boost/libs/throw_exception""}"
736,1761990075,1761990075,1761990144,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""7"", ""library"": ""boost/interprocess"", ""task_files"": 122, ""llm_estimated_task_effort"": ""high"", ""textual_description"": ""The testsuite for boost/interprocess is being compiled and run."", ""command"": ""b2 --j 7 test"", ""directory"": "".../boost/libs/interprocess""}"
737,1761990302,1761990302,1761990391,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""8"", ""library"": ""boost/crc"", ""task_files"": 10, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/crc is being compiled and run."", ""command"": ""b2 --j 8 test"", ""directory"": "".../boost/libs/crc""}"
738,1761990776,1761990776,1761990848,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""4"", ""library"": ""boost/describe"", ""task_files"": 53, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/describe is being compiled and run."", ""command"": ""b2 --j 4 test"", ""directory"": "".../boost/libs/describe""}"
739,1761990998,1761990998,1761991098,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""1"", ""library"": ""boost/accumulators"", ""task_files"": 52, ""llm_estimated_task_effort"": ""medium"", ""textual_description"": ""The testsuite for boost/accumulators is being compiled and run."", ""command"": ""b2 --j 1 test"", ""directory"": "".../boost/libs/accumulators""}"
740,1761991223,1761991223,1761991365,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""1"", ""library"": ""boost/log"", ""task_files"": 72, ""llm_estimated_task_effort"": ""high"", ""textual_description"": ""The testsuite for boost/log is being compiled and run."", ""command"": ""b2 --j 1 test"", ""directory"": "".../boost/libs/log""}"
741,1761991462,1761991462,1761991552,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""10"", ""library"": ""boost/interprocess"", ""task_files"": 122, ""llm_estimated_task_effort"": ""high"", ""textual_description"": ""The testsuite for boost/interprocess is being compiled and run."", ""command"": ""b2 --j 10 test"", ""directory"": "".../boost/libs/interprocess""}"
742,1761992019,1761992019,1761992106,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""8"", ""library"": ""boost/stacktrace"", ""task_files"": 18, ""llm_estimated_task_effort"": ""medium"", ""textual_description"": ""The testsuite for boost/stacktrace is being compiled and run."", ""command"": ""b2 --j 8 test"", ""directory"": "".../boost/libs/stacktrace""}"
743,1761992850,1761992850,1761992921,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""3"", ""library"": ""boost/locale"", ""task_files"": 48, ""llm_estimated_task_effort"": ""high"", ""textual_description"": ""The testsuite for boost/locale is being compiled and run."", ""command"": ""b2 --j 3 test"", ""directory"": "".../boost/libs/locale""}"
744,1761993015,1761993015,1761993107,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""7"", ""library"": ""boost/icl"", ""task_files"": 288, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/icl is being compiled and run."", ""command"": ""b2 --j 7 test"", ""directory"": "".../boost/libs/icl""}"
745,1761993432,1761993432,1761993512,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""4"", ""library"": ""boost/local_function"", ""task_files"": 86, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/local_function is being compiled and run."", ""command"": ""b2 --j 4 test"", ""directory"": "".../boost/libs/local_function""}"
746,1761993962,1761993962,1761994031,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""9"", ""library"": ""boost/chrono"", ""task_files"": 67, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/chrono is being compiled and run."", ""command"": ""b2 --j 9 test"", ""directory"": "".../boost/libs/chrono""}"
747,1761994307,1761994307,1761994374,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""6"", ""library"": ""boost/any"", ""task_files"": 47, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/any is being compiled and run."", ""command"": ""b2 --j 6 test"", ""directory"": "".../boost/libs/any""}"
748,1761994424,1761994424,1761994522,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""10"", ""library"": ""boost/poly_collection"", ""task_files"": 46, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/poly_collection is being compiled and run."", ""command"": ""b2 --j 10 test"", ""directory"": "".../boost/libs/poly_collection""}"
749,1761994555,1761994555,1761994610,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""10"", ""library"": ""boost/python"", ""task_files"": 188, ""llm_estimated_task_effort"": ""high"", ""textual_description"": ""The testsuite for boost/python is being compiled and run."", ""command"": ""b2 --j 10 test"", ""directory"": "".../boost/libs/python""}"
750,1761994736,1761994736,1761994863,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""7"", ""library"": ""boost/serialization"", ""task_files"": 150, ""llm_estimated_task_effort"": ""high"", ""textual_description"": ""The testsuite for boost/serialization is being compiled and run."", ""command"": ""b2 --j 7 test"", ""directory"": "".../boost/libs/serialization""}"
751,1761994961,1761994961,1761995027,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""3"", ""library"": ""boost/yap"", ""task_files"": 4, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/yap is being compiled and run."", ""command"": ""b2 --j 3 test"", ""directory"": "".../boost/libs/yap""}"
752,1761995086,1761995086,1761995171,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""8"", ""library"": ""boost/lambda"", ""task_files"": 27, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/lambda is being compiled and run."", ""command"": ""b2 --j 8 test"", ""directory"": "".../boost/libs/lambda""}"
753,1761995236,1761995236,1761995324,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""4"", ""library"": ""boost/format"", ""task_files"": 9, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/format is being compiled and run."", ""command"": ""b2 --j 4 test"", ""directory"": "".../boost/libs/format""}"
754,1761995437,1761995437,1761995505,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""2"", ""library"": ""boost/describe"", ""task_files"": 53, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/describe is being compiled and run."", ""command"": ""b2 --j 2 test"", ""directory"": "".../boost/libs/describe""}"
755,1761995511,1761995511,1761995600,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""6"", ""library"": ""boost/system"", ""task_files"": 126, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/system is being compiled and run."", ""command"": ""b2 --j 6 test"", ""directory"": "".../boost/libs/system""}"
756,1761995610,1761995610,1761995688,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""3"", ""library"": ""boost/circular_buffer"", ""task_files"": 8, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/circular_buffer is being compiled and run."", ""command"": ""b2 --j 3 test"", ""directory"": "".../boost/libs/circular_buffer""}"
757,1761995902,1761995902,1761995992,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""9"", ""library"": ""boost/heap"", ""task_files"": 17, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/heap is being compiled and run."", ""command"": ""b2 --j 9 test"", ""directory"": "".../boost/libs/heap""}"
758,1761996546,1761996546,1761996688,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""6"", ""library"": ""boost/phoenix"", ""task_files"": 266, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/phoenix is being compiled and run."", ""command"": ""b2 --j 6 test"", ""directory"": "".../boost/libs/phoenix""}"
